#,Priority,Segment,Area,Company name,Name for messages,Companies House number,Companies House link,Accounts type,Incorporated,Registered address,Postcode,Group entities collapsed,Also in earlier 933 research list (not messaged),Nearest pitch,Walk to nearest (min),Lead-with pitch,Walk to lead-with pitch (min),Other pitches within 19 min,Latitude,Longitude
179,3,Fund / asset manager,City of London,Traiana Limited,Traiana,04839268,https://find-and-update.company-information.service.gov.uk/company/04839268,Full,21/07/2003,"London Fruit And Wool Exchange, 1 Duval Square, London",E1   6PW,1,,Liverpool St - Attlee Centre,3.3,Shoreditch Powerleague,8.1,Shoreditch Powerleague (8.1); Whitechapel (18.6),51.518837,-0.075426
180,3,Fund / asset manager,City of London,Trioptima UK Limited,Trioptima,04379784,https://find-and-update.company-information.service.gov.uk/company/04379784,Full,22/02/2002,"London Fruit And Wool Exchange, 1 Duval Square, London",E1   6PW,1,,Liverpool St - Attlee Centre,3.3,Shoreditch Powerleague,8.1,Shoreditch Powerleague (8.1); Whitechapel (18.6),51.518837,-0.075426
181,3,Insurance / broker,Canary Wharf,Hispania Global UW Limited,Hispania Global UW,09076083,https://find-and-update.company-information.service.gov.uk/company/09076083,Full,09/06/2014,"C/O Pkf Littlejohn Llp 30 Churchill Place, Canary Wharf, London",E14 5RE,1,,Poplar,9.1,Poplar,9.1,,51.503691,-0.014911
182,3,Fund / asset manager,Canary Wharf,Element Capital Partners LLP,Element Capital Partners,OC397377,https://find-and-update.company-information.service.gov.uk/company/OC397377,Full,06/01/2015,"C/O Pkf Littlejohn 30 Churchill Place, Canary Wharf, London",E14 5RE,1,,Poplar,9.1,Poplar,9.1,,51.503691,-0.014911
183,3,Fund / asset manager,Canary Wharf,Silk Invest Limited,Silk Invest,06603042,https://find-and-update.company-information.service.gov.uk/company/06603042,Full,27/05/2008,"30 Churchill Place, London",E14 5RE,1,,Poplar,9.1,Poplar,9.1,,51.503691,-0.014911
184,3,Fund / asset manager,City of London,Hedge Funds Investment Management Limited,Hedge Funds Investment Management,03591241,https://find-and-update.company-information.service.gov.uk/company/03591241,Medium,01/07/1998,"30 Crown Place, London",EC2A 4ES,1,,Shoreditch Powerleague,9.6,Shoreditch Powerleague,9.6,Liverpool St - Attlee Centre (12.6),51.520744,-0.083158
185,3,Fund / asset manager,City of London,Amicus Capital Consulting LLP,Amicus Capital Consulting,OC369335,https://find-and-update.company-information.service.gov.uk/company/OC369335,Full,31/10/2011,"30 Crown Place, London",EC2A 4EB,1,,Shoreditch Powerleague,9.6,Shoreditch Powerleague,9.6,Liverpool St - Attlee Centre (12.6),51.520744,-0.083158
186,3,Fund / asset manager,City of London,Socii Capital LLP,Socii Capital,OC414735,https://find-and-update.company-information.service.gov.uk/company/OC414735,Full,22/11/2016,"3Rd Floor, 86 - 90 Paul Street, London",EC2A 4NE,1,,Shoreditch Powerleague,9.8,Shoreditch Powerleague,9.8,Shoreditch Rooftop (15.7); Old St - Moreland Primary School (17.4),51.525617,-0.083602
187,3,Fund / asset manager,City of London,Pirum Systems Limited,Pirum Systems,04016953,https://find-and-update.company-information.service.gov.uk/company/04016953,Full,19/06/2000,"10 Crown Place, London",EC2A 4FT,1,,Shoreditch Powerleague,10.2,Shoreditch Powerleague,10.2,Liverpool St - Attlee Centre (12.8),51.520382,-0.083519
188,3,Insurance / broker,City of London,J.B. Boda & Co. (UK) Limited,J.B. Boda & Co,00564536,https://find-and-update.company-information.service.gov.uk/company/00564536,Medium,11/04/1956,"Muro, 11Th Floor, 2 India Street, London",EC3N 2AF,1,J.B. Boda & Co. (Uk),Liverpool St - Attlee Centre,10.4,Liverpool St - Attlee Centre,10.4,Whitechapel (18.3),51.512549,-0.076368
189,3,Insurance / broker,City of London,Clegg Gifford & Co Limited,Clegg Gifford & Co,02838391,https://find-and-update.company-information.service.gov.uk/company/02838391,Full,22/07/1993,"128 Minories, London",EC3N 1NT,1,Clegg Gifford & Co,Liverpool St - Attlee Centre,10.4,Liverpool St - Attlee Centre,10.4,Whitechapel (17.8),51.512406,-0.075884
190,3,Insurance / broker,City of London,Crispin Speers & Partners Limited,Crispin Speers & Partners,01960404,https://find-and-update.company-information.service.gov.uk/company/01960404,Full,18/11/1985,"St Clare House, 30-33 Minories, London",EC3N 1PE,1,Crispin Speers & Partners,Liverpool St - Attlee Centre,10.4,Liverpool St - Attlee Centre,10.4,Whitechapel (17.2),51.512325,-0.07534
191,3,Insurance / broker,City of London,Cobalt Underwriting Services Limited,Cobalt Underwriting,07979365,https://find-and-update.company-information.service.gov.uk/company/07979365,Full,07/03/2012,"9 Bonhill Street, London",EC2A 4DJ,1,,Shoreditch Powerleague,10.6,Shoreditch Powerleague,10.6,Liverpool St - Attlee Centre (16.1); Old St - Moreland Primary School (18.6),51.522592,-0.08507
192,3,Fund / asset manager,City of London,Advice Ecosystem Technologies Limited,Advice Ecosystem Technologies,15564560,https://find-and-update.company-information.service.gov.uk/company/15564560,Full,15/03/2024,"10Th Floor, 135 Bishopsgate, London",EC2M 3TP,1,,Liverpool St - Attlee Centre,8.5,Shoreditch Powerleague,10.7,Shoreditch Powerleague (10.7),51.518182,-0.080469
193,3,Fund / asset manager,City of London,Icap Global Derivatives Limited,TP ICAP,03635229,https://find-and-update.company-information.service.gov.uk/company/03635229,Full,21/09/1998,"135 Bishopsgate, London",EC2M 3TP,1,,Liverpool St - Attlee Centre,8.5,Shoreditch Powerleague,10.7,Shoreditch Powerleague (10.7),51.518182,-0.080469
194,3,Fund / asset manager,City of London,Iswap Euro Limited,Iswap Euro,07282077,https://find-and-update.company-information.service.gov.uk/company/07282077,Full,11/06/2010,"135 Bishopsgate, London",EC2M 3TP,1,,Liverpool St - Attlee Centre,8.5,Shoreditch Powerleague,10.7,Shoreditch Powerleague (10.7),51.518182,-0.080469
195,3,Fund / asset manager,City of London,Louis Capital Markets UK LLP,Louis Capital Markets,OC305139,https://find-and-update.company-information.service.gov.uk/company/OC305139,Full,21/07/2003,"135 Bishopsgate, London",EC2M 3TP,1,,Liverpool St - Attlee Centre,8.5,Shoreditch Powerleague,10.7,Shoreditch Powerleague (10.7),51.518182,-0.080469
196,3,Fund / asset manager,City of London,Vantage Capital Markets LLP,Vantage Capital Markets,OC308882,https://find-and-update.company-information.service.gov.uk/company/OC308882,Full,09/08/2004,"135 Bishopsgate, London",EC2M 3TP,1,Vantage Infrastructure (Uk),Liverpool St - Attlee Centre,8.5,Shoreditch Powerleague,10.7,Shoreditch Powerleague (10.7),51.518182,-0.080469
197,3,Fund / asset manager,City of London,Helford Capital Partners LLP,Helford Capital Partners,OC374783,https://find-and-update.company-information.service.gov.uk/company/OC374783,Medium,27/04/2012,"128 City Road, London",EC1V 2NX,2,,Old St - Moreland Primary School,10.8,Old St - Moreland Primary School,10.8,Shoreditch Rooftop (14); COLA Shoreditch Park (16),51.527304,-0.088894
198,3,Fund / asset manager,City of London,Global Insight Solutions Limited,Global Insight Solutions,15446806,https://find-and-update.company-information.service.gov.uk/company/15446806,Full,27/01/2024,"128 City Road, London",EC1V 2NX,1,,Old St - Moreland Primary School,10.8,Old St - Moreland Primary School,10.8,Shoreditch Rooftop (14); COLA Shoreditch Park (16),51.527304,-0.088894
199,3,Fund / asset manager,City of London,LBV Asset Management LLP,LBV Asset Management,OC335914,https://find-and-update.company-information.service.gov.uk/company/OC335914,Full,25/03/2008,"124 City Road, London",EC1V 2NX,1,,Old St - Moreland Primary School,10.8,Old St - Moreland Primary School,10.8,Shoreditch Rooftop (14); COLA Shoreditch Park (16),51.527304,-0.088894
200,3,Insurance / broker,Canary Wharf,Heddington Insurance (U.K.) Limited,Heddington Insurance,01298239,https://find-and-update.company-information.service.gov.uk/company/01298239,Full,11/02/1977,"1 Westferry Circus, Canary Wharf, London",E14 4HA,1,,Poplar,10.9,Poplar,10.9,Docklands - Surrey Quays (16.8),51.506569,-0.026083
201,3,Insurance / broker,City of London,NFG Capital Limited,NFG Capital,07714873,https://find-and-update.company-information.service.gov.uk/company/07714873,Full,22/07/2011,"Dixon House 5Th Floor, 1 Lloyds Avenue, London",EC3M 5JD,1,Nfg Capital,Liverpool St - Attlee Centre,11.1,Liverpool St - Attlee Centre,11.1,,51.512847,-0.078647
202,3,Fund / asset manager,City of London,Freetrade Limited,Freetrade,09797821,https://find-and-update.company-information.service.gov.uk/company/09797821,Full,28/09/2015,"145 City Road, London",EC1V 1AZ,1,Freetrade,Old St - Moreland Primary School,11.3,Old St - Moreland Primary School,11.3,Shoreditch Rooftop (13.5); COLA Shoreditch Park (15.5),51.527447,-0.088297
203,3,Insurance / broker,City of London,Nuvu Mga Limited,Nuvu Mga,10143052,https://find-and-update.company-information.service.gov.uk/company/10143052,Full,22/04/2016,"1 Lloyd'S Avenue, London",EC3N 3DQ,1,Nuvu Mga,Liverpool St - Attlee Centre,11.5,Liverpool St - Attlee Centre,11.5,,51.512444,-0.078217
204,3,Insurance / broker,City of London,Steadfast Group (UK) Ltd,Steadfast,11317277,https://find-and-update.company-information.service.gov.uk/company/11317277,Full,18/04/2018,"6Th Floor, 1, Lloyd'S Avenue, London",EC3N 3DQ,1,Steadfast Group (Uk),Liverpool St - Attlee Centre,11.5,Liverpool St - Attlee Centre,11.5,,51.512444,-0.078217
205,3,Fund / asset manager,City of London,Jones Lang Lasalle Corporate Finance Limited,Jones Lang Lasalle Corporate Finance,01144849,https://find-and-update.company-information.service.gov.uk/company/01144849,Full,12/11/1973,"1 Broadgate, London",EC2M 2QS,1,Jones Lang Lasalle Corporate Finance,Liverpool St - Attlee Centre,11.6,Shoreditch Powerleague,11.6,Shoreditch Powerleague (11.6),51.518838,-0.083137
206,3,Insurance / broker,City of London,Accredited Insurance (UK) Limited,Accredited Insurance,14832445,https://find-and-update.company-information.service.gov.uk/company/14832445,Full,27/04/2023,"70 Fenchurch Street, London",EC3M 4BR,1,,Liverpool St - Attlee Centre,11.7,Liverpool St - Attlee Centre,11.7,,51.512525,-0.078762
207,3,Insurance / broker,City of London,Attento Underwriting Agency Limited,Attento Underwriting Agency,12837407,https://find-and-update.company-information.service.gov.uk/company/12837407,Full,25/08/2020,"70 Fenchurch Street, London",EC3M 4BR,1,,Liverpool St - Attlee Centre,11.7,Liverpool St - Attlee Centre,11.7,,51.512525,-0.078762
208,3,Insurance / broker,City of London,Integro Insurance Brokers Holdings Limited,Integro Insurance Brokers,04016257,https://find-and-update.company-information.service.gov.uk/company/04016257,Full,16/06/2000,"70 Fenchurch Street, London",EC3M 4BR,1,,Liverpool St - Attlee Centre,11.7,Liverpool St - Attlee Centre,11.7,,51.512525,-0.078762
209,3,Insurance / broker,City of London,Line Underwriting Limited,Line Underwriting,04518666,https://find-and-update.company-information.service.gov.uk/company/04518666,Full,23/08/2002,"70 Fenchurch Street, London",EC3M 4BR,1,,Liverpool St - Attlee Centre,11.7,Liverpool St - Attlee Centre,11.7,,51.512525,-0.078762
210,3,Insurance / broker,City of London,Tyser Group Services Limited,Tyser,01224375,https://find-and-update.company-information.service.gov.uk/company/01224375,Full,28/08/1975,"70 Fenchurch Street, London",EC3M 4BR,1,,Liverpool St - Attlee Centre,11.7,Liverpool St - Attlee Centre,11.7,,51.512525,-0.078762
211,3,Insurance / broker,City of London,Alpha Insurance Analysts Ltd.,Alpha Insurance Analysts,02915929,https://find-and-update.company-information.service.gov.uk/company/02915929,Full,29/03/1994,"107 Fenchurch Street, London",EC3M 5JF,1,,Liverpool St - Attlee Centre,11.8,Liverpool St - Attlee Centre,11.8,,51.512603,-0.079133
212,3,Insurance / broker,City of London,BMS Group Limited,BMS,01479949,https://find-and-update.company-information.service.gov.uk/company/01479949,Full,18/02/1980,"One America Square, London",EC3N 2LS,3,Bms Group,Liverpool St - Attlee Centre,12.2,Liverpool St - Attlee Centre,12.2,Whitechapel (18.6),51.511422,-0.076214
213,3,Insurance / broker,City of London,ICEN Risk Limited,ICEN Risk,11691390,https://find-and-update.company-information.service.gov.uk/company/11691390,Full,22/11/2018,"Fourth Floor, 9A Devonshire Square, London",EC2M 4YN,1,,Liverpool St - Attlee Centre,6.9,Shoreditch Powerleague,12.2,Shoreditch Powerleague (12.2),51.516843,-0.078825
214,3,Fund / asset manager,City of London,Unicorn Asset Management Limited,Unicorn Asset Management,03919499,https://find-and-update.company-information.service.gov.uk/company/03919499,Full,04/02/2000,"First Floor Office Preacher'S Court, The Charterhouse, Charterhouse Square",EC1M 6AU,1,Unicorn Asset Management,Old St - Moreland Primary School,12.2,Old St - Moreland Primary School,12.2,,51.522376,-0.101051
215,3,Fund / asset manager,City of London,Redress Solutions PLC,Redress Solutions,09079980,https://find-and-update.company-information.service.gov.uk/company/09079980,Full,10/06/2014,"Coopers' Hall, 13 Devonshire Square, London",EC2M 4TH,1,Redress Solutions,Liverpool St - Attlee Centre,7.3,Shoreditch Powerleague,12.3,Shoreditch Powerleague (12.3),51.51684,-0.079214
216,3,Fund / asset manager,City of London,Two Sigma International Limited,Two Sigma,06486331,https://find-and-update.company-information.service.gov.uk/company/06486331,Full,28/01/2008,"Level 5, 7 Devonshire Square, London",EC2M 4YH,1,,Liverpool St - Attlee Centre,5.9,Shoreditch Powerleague,12.3,Shoreditch Powerleague (12.3),51.516627,-0.077724
217,3,Insurance / broker,City of London,La Reunion Aerienne London Limited,La Reunion Aerienne London,00817523,https://find-and-update.company-information.service.gov.uk/company/00817523,Full,27/08/1964,"65 Fenchurch Street, London",EC3M 4BE,1,La Reunion Aerienne London,Liverpool St - Attlee Centre,12.5,Liverpool St - Attlee Centre,12.5,,51.512228,-0.079264
218,3,Fund / asset manager,City of London,Better Society Capital Limited,Better Society Capital,07599565,https://find-and-update.company-information.service.gov.uk/company/07599565,Full,11/04/2011,"Script, 44 Featherstone Street, London",EC1Y 8RN,1,Better Society Capital,Old St - Moreland Primary School,12.5,Old St - Moreland Primary School,12.5,Shoreditch Powerleague (15.3); Shoreditch Rooftop (18.3),51.52479,-0.089129
219,3,Fund / asset manager,City of London,IMC London Services Limited,IMC London,15698735,https://find-and-update.company-information.service.gov.uk/company/15698735,Full,01/05/2024,"100 Liverpool Street, London",EC2M 2AU,1,,Liverpool St - Attlee Centre,11.7,Shoreditch Powerleague,12.5,Shoreditch Powerleague (12.5),51.518265,-0.083305
220,3,Insurance / broker,City of London,"Berkley Offshore Underwriting Managers UK, Limited",Berkley Offshore Underwriting Managers,06773428,https://find-and-update.company-information.service.gov.uk/company/06773428,Full,15/12/2008,"Level 13, 52 Lime Street, London",EC3M 7AF,2,"Berkley Offshore Underwriting Managers Uk,",Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
221,3,Insurance / broker,City of London,Berry Palmer & Lyle Limited,Berry Palmer & Lyle,01661686,https://find-and-update.company-information.service.gov.uk/company/01661686,Full,03/09/1982,"52 Lime Street, London",EC3M 7AF,1,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
222,3,Insurance / broker,City of London,Chaucer Syndicates Limited,Chaucer Syndicates,00184915,https://find-and-update.company-information.service.gov.uk/company/00184915,Full,10/10/1922,"52 Lime Street, London",EC3M 7AF,2,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
223,3,Insurance / broker,City of London,China Re UK Limited,China Re,07790365,https://find-and-update.company-information.service.gov.uk/company/07790365,Full,28/09/2011,"52 Lime Street, London",EC3M 7AF,2,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
224,3,Insurance / broker,City of London,Convex Insurance UK Limited,Convex Insurance,11796392,https://find-and-update.company-information.service.gov.uk/company/11796392,Full,30/01/2019,"52 Lime Street, London",EC3M 7AF,2,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
225,3,Insurance / broker,City of London,Lonham Group Limited,Lonham,01679607,https://find-and-update.company-information.service.gov.uk/company/01679607,Full,18/11/1982,"52 Lime Street, London",EC3M 7AF,1,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
226,3,Fund / asset manager,City of London,Local Pensions Partnership Investments Ltd,Local Pensions Partnership Investments,09835244,https://find-and-update.company-information.service.gov.uk/company/09835244,Full,21/10/2015,"First Floor, 1 Finsbury Avenue, London",EC2M 2PF,1,,Shoreditch Powerleague,12.6,Shoreditch Powerleague,12.6,Liverpool St - Attlee Centre (13.8),51.519362,-0.08496
227,3,Fund / asset manager,City of London,Navera Investment Management Limited,Navera Investment Management,12516583,https://find-and-update.company-information.service.gov.uk/company/12516583,Full,13/03/2020,"Riverside House, 2A Southwark Bridge Road, London",SE1 9HA,1,,Borough Academy,12.6,Borough Academy,12.6,,51.507929,-0.095254
228,3,Fund / asset manager,City of London,Pragma Wealth Management Ltd.,Pragma Wealth Management,04191349,https://find-and-update.company-information.service.gov.uk/company/04191349,Full,30/03/2001,"The Scalpel, 18Th Floor, 52 Lime Street, London",EC3M 7AF,1,,Liverpool St - Attlee Centre,12.6,Liverpool St - Attlee Centre,12.6,,51.513389,-0.081521
229,3,Insurance / broker,City of London,Hamilton Managing Agency Limited,Hamilton Managing Agency,05832065,https://find-and-update.company-information.service.gov.uk/company/05832065,Full,30/05/2006,"Level 3, 8 Fenchurch Place, London",EC3M 4AJ,4,,Liverpool St - Attlee Centre,12.9,Liverpool St - Attlee Centre,12.9,,51.511838,-0.079093
230,3,Fund / asset manager,City of London,Smart Investment Management Limited,Smart Investment Management,08704800,https://find-and-update.company-information.service.gov.uk/company/08704800,Full,25/09/2013,"1 Oliver'S Yard, 55-71 City Road, London",EC1Y 1HQ,1,,Shoreditch Powerleague,13.0,Shoreditch Powerleague,13.0,Old St - Moreland Primary School (15); Shoreditch Rooftop (18.9),51.524102,-0.087198
231,3,Insurance / broker,City of London,Hunter George & Partners Limited,Hunter George & Partners,08699396,https://find-and-update.company-information.service.gov.uk/company/08699396,Full,20/09/2013,"6Th Floor, 25 Fenchurch Avenue, London",EC3M 5AD,1,,Liverpool St - Attlee Centre,13.2,Liverpool St - Attlee Centre,13.2,,51.512764,-0.081259
232,3,Insurance / broker,City of London,Ryan Specialty International Limited,Ryan Specialty,07164987,https://find-and-update.company-information.service.gov.uk/company/07164987,Full,22/02/2010,"6Th Floor, 25 Fenchurch Avenue, London",EC3M 5AD,3,,Liverpool St - Attlee Centre,13.2,Liverpool St - Attlee Centre,13.2,,51.512764,-0.081259
233,3,Insurance / broker,City of London,Starr Underwriting Agents Limited,Starr Underwriting Agents,02973661,https://find-and-update.company-information.service.gov.uk/company/02973661,Full,05/10/1994,"30 Fenchurch Avenue, London",EC3M 5AD,3,Starr Underwriting Agents,Liverpool St - Attlee Centre,13.2,Liverpool St - Attlee Centre,13.2,,51.512764,-0.081259
234,3,Insurance / broker,City of London,American International Group UK Limited,AIG UK,10737370,https://find-and-update.company-information.service.gov.uk/company/10737370,Full,24/04/2017,"The Aig Building, 58 Fenchurch Street, London",EC3M 4AB,1,,Liverpool St - Attlee Centre,13.3,Liverpool St - Attlee Centre,13.3,,51.512025,-0.080065
235,3,Insurance / broker,City of London,Talbot Underwriting Ltd,Talbot Underwriting,02202362,https://find-and-update.company-information.service.gov.uk/company/02202362,Full,03/12/1987,"The Aig Building, 58 Fenchurch Street, London",EC3M 4AB,2,,Liverpool St - Attlee Centre,13.3,Liverpool St - Attlee Centre,13.3,,51.512025,-0.080065
236,3,Insurance / broker,City of London,Uzbekinvest International Insurance Company Limited,Uzbekinvest International Insurance Company,02997845,https://find-and-update.company-information.service.gov.uk/company/02997845,Full,29/11/1994,"The Aig Building, 58 Fenchurch Street, London",EC3M 4AB,1,,Liverpool St - Attlee Centre,13.3,Liverpool St - Attlee Centre,13.3,,51.512025,-0.080065
237,3,Insurance / broker,City of London,Marshmallow Financial Services Limited,Marshmallow Financial,11005345,https://find-and-update.company-information.service.gov.uk/company/11005345,Full,10/10/2017,"1St Floor The Featherstone Building, 66 City Road, London",EC1Y 1BD,1,Marshmallow Financial Services,Shoreditch Powerleague,13.4,Shoreditch Powerleague,13.4,Old St - Moreland Primary School (14.1); Shoreditch Rooftop (17.6),51.524833,-0.087354
238,3,Insurance / broker,City of London,Arch Europe Insurance Services Ltd,Arch Europe Insurance,06645619,https://find-and-update.company-information.service.gov.uk/company/06645619,Full,14/07/2008,"4Th Floor, 10 Fenchurch Avenue, London",EC3M 5BN,5,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
239,3,Insurance / broker,City of London,Bell & Clements Limited,Bell & Clements,01695841,https://find-and-update.company-information.service.gov.uk/company/01695841,Full,01/02/1983,"1 Fen Court, London",EC3M 5BN,2,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
240,3,Insurance / broker,City of London,Great Lakes Insurance UK Limited,Great Lakes Insurance,13436330,https://find-and-update.company-information.service.gov.uk/company/13436330,Full,03/06/2021,"1 Fen Court, London",EC3M 5BN,1,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
241,3,Insurance / broker,City of London,Munich Re Capital Limited,Munich Re Capital,03266453,https://find-and-update.company-information.service.gov.uk/company/03266453,Full,21/10/1996,"1 Fen Court, London",EC3M 5BN,2,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
242,3,Insurance / broker,City of London,Newline Holdings UK Limited,Newline,03223692,https://find-and-update.company-information.service.gov.uk/company/03223692,Full,11/07/1996,"1 Fen Court, London",EC3M 5BN,6,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
243,3,Insurance / broker,City of London,Roanoke International Brokers Limited,Roanoke International Brokers,02984338,https://find-and-update.company-information.service.gov.uk/company/02984338,Full,28/10/1994,"1 Fen Court, London",EC3M 5BN,1,,Liverpool St - Attlee Centre,13.5,Liverpool St - Attlee Centre,13.5,,51.512428,-0.081086
244,3,Insurance / broker,City of London,The Prudential Assurance Company Limited,Prudential Assurance Company,00015454,https://find-and-update.company-information.service.gov.uk/company/00015454,Full,01/06/1881,"10 Fenchurch Avenue, London",EC3M 5AG,4,,Liverpool St - Attlee Centre,13.6,Liverpool St - Attlee Centre,13.6,,51.512422,-0.081274
245,3,Fund / asset manager,Canary Wharf,Bellrock Securities Limited,Bellrock Securities,09798089,https://find-and-update.company-information.service.gov.uk/company/09798089,Full,28/09/2015,"4702 Bagshaw Building, 1 Wards Place, London",E14 9EJ,1,,Poplar,13.6,Poplar,13.6,Docklands - Surrey Quays (15.3),51.501773,-0.022155
246,3,Fund / asset manager,City of London,M&G Real Estate Limited,M&G Real Estate,03852763,https://find-and-update.company-information.service.gov.uk/company/03852763,Full,04/10/1999,"10 Fenchurch Avenue, London",EC3M 5AG,3,,Liverpool St - Attlee Centre,13.6,Liverpool St - Attlee Centre,13.6,,51.512422,-0.081274
247,3,Insurance / broker,City of London,Card Protection Plan Limited,Card Protection Plan,01490503,https://find-and-update.company-information.service.gov.uk/company/01490503,Full,14/04/1980,"19Th Floor, 51 Lime Street, London",EC3M 7DQ,1,,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
248,3,Insurance / broker,City of London,Centrewrite Limited,Centrewrite,02551468,https://find-and-update.company-information.service.gov.uk/company/02551468,Full,24/10/1990,"Council Secretariat, Lloyd'S Of London, One Lime Street",EC3M 7HA,1,Centrewrite,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
249,3,Insurance / broker,City of London,Certa Insurance Partners Ltd,Certa Insurance Partners,11566007,https://find-and-update.company-information.service.gov.uk/company/11566007,Full,12/09/2018,"Lloyd'S Building,, One Lime Street, London",EC3M 7DQ,1,Certa Insurance Partners,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
250,3,Insurance / broker,City of London,Cincinnati Global Underwriting Agency Limited,Cincinnati Global Underwriting Agency,04039137,https://find-and-update.company-information.service.gov.uk/company/04039137,Full,24/07/2000,"Second Floor, 51 Lime Street, London",EC3M 7DQ,1,,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
251,3,Insurance / broker,City of London,Creative Benefit Solutions Limited,Creative Benefit Solutions,06293305,https://find-and-update.company-information.service.gov.uk/company/06293305,Full,26/06/2007,"51 Lime Street, London",EC3M 7DQ,2,,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
252,3,Insurance / broker,City of London,Homecare Insurance Limited,Homecare Insurance,02793290,https://find-and-update.company-information.service.gov.uk/company/02793290,Full,24/02/1993,"19Th Floor, 51 Lime Street, London",EC3M 7DQ,1,,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
253,3,Insurance / broker,City of London,Jrp Insurance Management Limited,Jrp Insurance Management,06771814,https://find-and-update.company-information.service.gov.uk/company/06771814,Full,12/12/2008,"Suite 828, Gallery 8, Lloyd'S Building, One Lime Street, London",EC3M 7DQ,1,Jrp Insurance Management,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
254,3,Insurance / broker,City of London,Korean Re Underwriting Limited,Korean Re Underwriting,09429809,https://find-and-update.company-information.service.gov.uk/company/09429809,Full,09/02/2015,"Room No.703, Gallery 7 Lloyd'S, One Lime Street, London",EC3M 7HA,1,Korean Re Underwriting,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
255,3,Insurance / broker,City of London,Samsung Fire & Marine Insurance Company of Europe Ltd.,Samsung Fire & Marine Insurance Company of,07308768,https://find-and-update.company-information.service.gov.uk/company/07308768,Full,08/07/2010,"Room 975, Gallery 9, Lloyd'S,, One Lime Street, London",EC3M 7DQ,1,Samsung Fire & Marine Insurance Company Of Europe,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
256,3,Insurance / broker,City of London,Volante International Limited,Volante,11005928,https://find-and-update.company-information.service.gov.uk/company/11005928,Full,10/10/2017,"7Th Floor Lloyd’S, One Lime Street, London",EC3M 7HA,1,Volante International,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
257,3,Insurance / broker,City of London,Willis Limited,WTW,00181116,https://find-and-update.company-information.service.gov.uk/company/00181116,Full,12/04/1922,"51 Lime Street, London",EC3M 7DQ,1,,Liverpool St - Attlee Centre,13.7,Liverpool St - Attlee Centre,13.7,,51.513014,-0.082258
258,3,Fund / asset manager,City of London,Fair4All Finance Limited,Fair4All Finance,11810533,https://find-and-update.company-information.service.gov.uk/company/11810533,Full,06/02/2019,"16-18 Middlesex Street, 3Rd Floor (3.01 Wyndham'S), London",E1 7EX,1,,Liverpool St - Attlee Centre,4.8,Shoreditch Powerleague,13.7,Shoreditch Powerleague (13.7); Whitechapel (16.9),51.515697,-0.075299
259,3,Insurance / broker,City of London,Medical & Commercial International Limited,Medical & Commercial,09375775,https://find-and-update.company-information.service.gov.uk/company/09375775,Full,06/01/2015,"1St Floor, 145 Leadenhall Street, London",EC3V 4QT,1,,Liverpool St - Attlee Centre,13.8,Liverpool St - Attlee Centre,13.8,,51.513621,-0.083054
260,3,Insurance / broker,City of London,First Title Insurance PLC,First Title Insurance,01112603,https://find-and-update.company-information.service.gov.uk/company/01112603,Full,08/05/1973,"42 Trinity Square, London",EC3N 4DJ,1,First Title Insurance,Liverpool St - Attlee Centre,13.9,Liverpool St - Attlee Centre,13.9,,51.510507,-0.076353
